url,name
https://novosibirsk.hh.ru/vacancy/66768690,Программист-тестировщик (отдел автотестирования)
https://novosibirsk.hh.ru/vacancy/68846725,Специалист по нагрузочному тестированию
https://novosibirsk.hh.ru/vacancy/69428372,Manual QA engineer
https://novosibirsk.hh.ru/vacancy/68845282,Инженер по тестированию
https://novosibirsk.hh.ru/vacancy/68894959,Web QA specialist
https://novosibirsk.hh.ru/vacancy/69464282,Тестировщик
https://novosibirsk.hh.ru/vacancy/69468075,Middle QA Engineer
https://novosibirsk.hh.ru/vacancy/69621303,Ведущий инженер по тестированию (Senior QA engineer)
https://novosibirsk.hh.ru/vacancy/69627845,Специалист по тестированию (middle)
https://novosibirsk.hh.ru/vacancy/69044143,QA инженер-тестировщик (Удаленно)
https://novosibirsk.hh.ru/vacancy/68619907,QA Engineer (Backend)
"https://novosibirsk.hh.ru/vacancy/69379983,""QA Engineer (manual, REST API)"""
https://novosibirsk.hh.ru/vacancy/55468186,Тестировщик
https://novosibirsk.hh.ru/vacancy/69206206,QA engineer (remote)
https://novosibirsk.hh.ru/vacancy/69292358,Middle QA engineer manual [МТС Store]
https://novosibirsk.hh.ru/vacancy/69057846,Специалист по тестированию
https://novosibirsk.hh.ru/vacancy/69481952,Manual QA
https://novosibirsk.hh.ru/vacancy/69722490,Специалист по тестированию на проникновение (пентестер)
https://novosibirsk.hh.ru/vacancy/67003229,Тестировщик программного обеспечения
https://novosibirsk.hh.ru/vacancy/69320701,QA-специалист
https://novosibirsk.hh.ru/vacancy/69487617,QA Manual Engineer (Web)
https://novosibirsk.hh.ru/vacancy/69541750,Инженер на нагрузочному тестированию
https://novosibirsk.hh.ru/vacancy/69752100,QA тестировщик в киберспорт сферу
https://novosibirsk.hh.ru/vacancy/67861167,Специалист по тестированию (QA engineer)
https://novosibirsk.hh.ru/vacancy/69490043,QA engineer
https://novosibirsk.hh.ru/vacancy/68797940,QA Manual (SQL - на высоком уровне)
https://novosibirsk.hh.ru/vacancy/69078146,Тестировщик РЭА
https://novosibirsk.hh.ru/vacancy/69495726,Тестировщик
https://novosibirsk.hh.ru/vacancy/69220034,QA manual / Инженер по ручному тестированию
https://novosibirsk.hh.ru/vacancy/68098061,QA инженер (проект Digital Sales)
https://novosibirsk.hh.ru/vacancy/69529303,QA Engineer (Node.js)
https://novosibirsk.hh.ru/vacancy/69497228,Специалист по тестированию на проникновение / Pentester
https://novosibirsk.hh.ru/vacancy/69545561,QA Engineer (Manual + Auto)
https://novosibirsk.hh.ru/vacancy/69588018,Инженер по автоматизированному тестированию
https://novosibirsk.hh.ru/vacancy/69728809,JAVA QA Automation
https://novosibirsk.hh.ru/vacancy/68615510,QA-инженер
https://novosibirsk.hh.ru/vacancy/68616196,Инженер по тестированию (Логистика / Поддержка и разработка баз данных ПВЗ)
https://novosibirsk.hh.ru/vacancy/69293663,QA Engineer
https://novosibirsk.hh.ru/vacancy/69244092,Тестировщик ПО
https://novosibirsk.hh.ru/vacancy/66755622,Тестировщик (middle)
https://novosibirsk.hh.ru/vacancy/66768604,Тестировщик программного обеспечения
https://novosibirsk.hh.ru/vacancy/69214333,Инженер по тестированию приборов (junior)
https://novosibirsk.hh.ru/vacancy/68036648,Инженер-тестировщик
https://novosibirsk.hh.ru/vacancy/68883834,QA Engineer (Middle\Senior)
https://novosibirsk.hh.ru/vacancy/69144794,Chapter QA Lead
https://novosibirsk.hh.ru/vacancy/67706569,Ведущий специалист по тестированию
https://novosibirsk.hh.ru/vacancy/68184487,Специалист по тестированию ПО (QA)
